sku,store,attribute_set,type,categories,created_at,description,glass_color,glass_cutouts,glass_height,glass_thickness,glass_width,handle_style,hardware_depth,hardware_finish,hardware_length,hardware_orientation,has_options,hinge_orientation,image,image_label,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,options_container,page_layout,panel_count,panel_type,price,required_options,seal_color,seal_length,seal_type,short_description,shower_depth_max,shower_depth_min,shower_layout,shower_length_max,shower_length_min,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image
MSI-ALP-3CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:49-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Alpine MSI Quartz Slab in 3 cm,,,,,,8.69,0,,,,Alpine MSI Quartz,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:31,alpine-msi-quartz-slab-in-3-cm,alpine-msi-quartz-slab-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI-ARC-3CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:49-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Arctic White MSI Quartz Slab in 3 cm,,,,,,8.69,0,,,,Arctic White MSI Quartz,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:31,arctic-white-msi-quartz-slab-in-3-cm,arctic-white-msi-quartz-slab-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI-BOL-3CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:49-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Boletus MSI Quartz Slab in 3 cm,,,,,,13.69,0,,,,Boletus MSI Quartz,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:31,boletus-msi-quartz-slab-in-3-cm,boletus-msi-quartz-slab-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI-CAN-3CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:49-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Canvas MSI Quartz Slab in 3 cm,,,,,,8.69,0,,,,Canvas MSI Quartz,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:31,canvas-msi-quartz-slab-in-3-cm,canvas-msi-quartz-slab-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI-CAC-3CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:49-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Cascade White MSI Quartz Slab in 3 cm,,,,,,13.69,0,,,,Cascade White MSI Quartz,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:31,cascade-white-msi-quartz-slab-in-3-cm,cascade-white-msi-quartz-slab-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI-CAS-3CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:50-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Cashmere Carrara MSI Quartz Slab in 3 cm,,,,,,13.69,0,,,,Cashmere Carrara MSI Quartz,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:32,cashmere-carrara-msi-quartz-slab-in-3-cm,cashmere-carrara-msi-quartz-slab-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI-CON-3CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:50-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Concerto MSI Quartz Slab in 3 cm,,,,,,11.19,0,,,,Concerto MSI Quartz,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:32,concerto-msi-quartz-slab-in-3-cm,concerto-msi-quartz-slab-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI-LAG-3CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:50-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Lagos Azul MSI Quartz Slab in 3 cm,,,,,,8.69,0,,,,Lagos Azul MSI Quartz,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:32,lagos-azul-msi-quartz-slab-in-3-cm,lagos-azul-msi-quartz-slab-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI-TOA-3CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:50-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Toasted Almond MSI Quartz Slab in 3 cm,,,,,,11.19,0,,,,Toasted Almond MSI Quartz,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:32,toasted-almond-msi-quartz-slab-in-3-cm,toasted-almond-msi-quartz-slab-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRA-MOC-2CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:50-06:00,Mocha Travertine Slab in 2 cm,,,,,,,,,,,0,,no_selection,,,,,,,,,Use config,Use config,Mocha Travertine Slab in 2 cm,,Product Info Column,,,,6.19,0,,,,Mocha Travertine,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,6/1/2015 16:37:26,mocha-travertine-slab-in-2-cm,mocha-travertine-slab-in-2-cm.html,Not Visible Individually,10,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-BIA-3CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:36-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Bianco Antique Granite Backsplash in 3 cm,,,,,,2,0,,,,Bianco Antique Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:27,bianco-antique-granite-backsplash-in-3-cm,bianco-antique-granite-backsplash-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-BID-3CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:36-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Bianco Delicatus Granite Backsplash in 3 cm,,,,,,2,0,,,,Bianco Delicatus Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:27,bianco-delicatus-granite-backsplash-in-3-cm,bianco-delicatus-granite-backsplash-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-BIR-2CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:36-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Bianco Romano Granite Backsplash in 2 cm,,,,,,1.5,0,,,,Bianco Romano Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:27,bianco-romano-granite-backsplash-in-2-cm,bianco-romano-granite-backsplash-in-2-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-BLA-2CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:36-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Black Galaxy Granite Backsplash in 2 cm,,,,,,1.5,0,,,,Black Galaxy Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:27,black-galaxy-granite-backsplash-in-2-cm,black-galaxy-granite-backsplash-in-2-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-BOR-3CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:37-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Bordeaux River Granite Backsplash in 3 cm,,,,,,2,0,,,,Bordeaux River Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:27,bordeaux-river-granite-backsplash-in-3-cm,bordeaux-river-granite-backsplash-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-CHO-3CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:37-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Choco Yellow Granite Backsplash in 3 cm,,,,,,2,0,,,,Choco Yellow Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:27,choco-yellow-granite-backsplash-in-3-cm,choco-yellow-granite-backsplash-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-COL-3CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:37-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Colonial Gold Granite Backsplash in 3 cm,,,,,,1.75,0,,,,Colonial Gold Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:27,colonial-gold-granite-backsplash-in-3-cm,colonial-gold-granite-backsplash-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-DEE-2CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:37-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Deep Blue Pearl Granite Backsplash in 2 cm,,,,,,1.75,0,,,,Deep Blue Pearl Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:27,deep-blue-pearl-granite-backsplash-in-2-cm,deep-blue-pearl-granite-backsplash-in-2-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-DEE-3CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:37-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Deep Blue Pearl Granite Backsplash in 3 cm,,,,,,1.75,0,,,,Deep Blue Pearl Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:27,deep-blue-pearl-granite-backsplash-in-3-cm,deep-blue-pearl-granite-backsplash-in-3-cm.html,Not Visible Individually,,917,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-GIA-3CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:37-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Giallo Ornamental Granite Backsplash in 3 cm,,,,,,1.75,0,,,,Giallo Ornamental Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:27,giallo-ornamental-granite-backsplash-in-3-cm,giallo-ornamental-granite-backsplash-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-IMP-2CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:37-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Imperial White Granite Backsplash in 2 cm,,,,,,1,0,,,,Imperial White Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:27,imperial-white-granite-backsplash-in-2-cm,imperial-white-granite-backsplash-in-2-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-MIN-2CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:37-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Mint Brown Granite Backsplash in 2 cm,,,,,,1,0,,,,Mint Brown Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:27,mint-brown-granite-backsplash-in-2-cm,mint-brown-granite-backsplash-in-2-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-NEW-3CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:37-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,New Caledonia Granite Backsplash in 3 cm,,,,,,1.75,0,,,,New Caledonia Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:27,new-caledonia-granite-backsplash-in-3-cm,new-caledonia-granite-backsplash-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-RED-2CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:37-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Red Stream Granite Backsplash in 2 cm,,,,,,1.5,0,,,,Red Stream Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:27,red-stream-granite-backsplash-in-2-cm,red-stream-granite-backsplash-in-2-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-RUS-2CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:37-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Rusty Sand Granite Backsplash in 2 cm,,,,,,1,0,,,,Rusty Sand Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:27,rusty-sand-granite-backsplash-in-2-cm,rusty-sand-granite-backsplash-in-2-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-STE-3CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:37-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Steel Black Granite Backsplash in 3 cm,,,,,,1.5,0,,,,Steel Black Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:27,steel-black-granite-backsplash-in-3-cm,steel-black-granite-backsplash-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-TAN-2CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:37-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Tan Brown Granite Backsplash in 2 cm,,,,,,1.5,0,,,,Tan Brown Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:28,tan-brown-granite-backsplash-in-2-cm,tan-brown-granite-backsplash-in-2-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-TIB-3CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:37-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Titanium Black Granite Backsplash in 3 cm,,,,,,2,0,,,,Titanium Black Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:28,titanium-black-granite-backsplash-in-3-cm,titanium-black-granite-backsplash-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-UBA-3CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:37-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Uba Tuba Granite Backsplash in 3 cm,,,,,,1.75,0,,,,Uba Tuba Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:28,uba-tuba-granite-backsplash-in-3-cm,uba-tuba-granite-backsplash-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-WHI-2CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:37-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,White Tiger Granite Backsplash in 2 cm,,,,,,1,0,,,,White Tiger Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:28,white-tiger-granite-backsplash-in-2-cm,white-tiger-granite-backsplash-in-2-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-WHI-3CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:37-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,White Tiger Granite Backsplash in 3 cm,,,,,,1.5,0,,,,White Tiger Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:28,white-tiger-granite-backsplash-in-3-cm,white-tiger-granite-backsplash-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-WIC-3CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:37-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,White Ice Granite Backsplash in 3 cm,,,,,,1.75,0,,,,White Ice Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:28,white-ice-granite-backsplash-in-3-cm,white-ice-granite-backsplash-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR-ARA-3CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:37-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Arabescus Marble Backsplash in 3 cm,,,,,,2,0,,,,Arabescus Marble,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:28,arabescus-marble-backsplash-in-3-cm,arabescus-marble-backsplash-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR-CAL-3CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:37-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Calcatta Marble Backsplash in 3 cm,,,,,,3.5,0,,,,Calcatta Marble,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:28,calcatta-marble-backsplash-in-3-cm,calcatta-marble-backsplash-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR-EGY-2CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:39-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Egyptian Marble Backsplash in 2 cm,,,,,,1.75,0,,,,Egyptian Marble,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:28,egyptian-marble-backsplash-in-2-cm,egyptian-marble-backsplash-in-2-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR-WHI-2CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:39-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,White Marble Backsplash in 2 cm,,,,,,1.75,0,,,,White Marble,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:28,white-marble-backsplash-in-2-cm,white-marble-backsplash-in-2-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI-ALP-3CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:39-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Alpine MSI Quartz Backsplash in 3 cm,,,,,,1.75,0,,,,Alpine MSI Quartz,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:28,alpine-msi-quartz-backsplash-in-3-cm,alpine-msi-quartz-backsplash-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI-ARC-3CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:39-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Arctic White MSI Quartz Backsplash in 3 cm,,,,,,1.75,0,,,,Arctic White MSI Quartz,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:28,arctic-white-msi-quartz-backsplash-in-3-cm,arctic-white-msi-quartz-backsplash-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI-BOL-3CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:39-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Boletus MSI Quartz Backsplash in 3 cm,,,,,,2.25,0,,,,Boletus MSI Quartz,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:28,boletus-msi-quartz-backsplash-in-3-cm,boletus-msi-quartz-backsplash-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI-CAN-3CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:39-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Canvas MSI Quartz Backsplash in 3 cm,,,,,,1.75,0,,,,Canvas MSI Quartz,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:28,canvas-msi-quartz-backsplash-in-3-cm,canvas-msi-quartz-backsplash-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI-CAC-3CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:39-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Cascade White MSI Quartz Backsplash in 3 cm,,,,,,2.25,0,,,,Cascade White MSI Quartz,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:28,cascade-white-msi-quartz-backsplash-in-3-cm,cascade-white-msi-quartz-backsplash-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI-CAS-3CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:39-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Cashmere Carrara MSI Quartz Backsplash in 3 cm,,,,,,2.25,0,,,,Cashmere Carrara MSI Quartz,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:29,cashmere-carrara-msi-quartz-backsplash-in-3-cm,cashmere-carrara-msi-quartz-backsplash-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI-CON-3CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:39-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Concerto MSI Quartz Backsplash in 3 cm,,,,,,2,0,,,,Concerto MSI Quartz,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:29,concerto-msi-quartz-backsplash-in-3-cm,concerto-msi-quartz-backsplash-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI-LAG-3CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:39-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Lagos Azul MSI Quartz Backsplash in 3 cm,,,,,,1.75,0,,,,Lagos Azul MSI Quartz,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:29,lagos-azul-msi-quartz-backsplash-in-3-cm,lagos-azul-msi-quartz-backsplash-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI-TOA-3CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:39-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Toasted Almond MSI Quartz Backsplash in 3 cm,,,,,,2,0,,,,Toasted Almond MSI Quartz,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:29,toasted-almond-msi-quartz-backsplash-in-3-cm,toasted-almond-msi-quartz-backsplash-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRA-MOC-2CM-SP,default,Backsplash,simple,Vanity Tops/Backsplash,2015-05-22T15:05:39-06:00,Mocha Travertine Backsplash in 2 cm,,,,,,,,,,,0,,no_selection,,,,,,,,,Use config,Use config,Mocha Travertine Backsplash in 2 cm,,Product Info Column,,,,1.5,0,,,,Mocha Travertine,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,6/1/2015 16:37:48,mocha-travertine-backsplash-in-2-cm,mocha-travertine-backsplash-in-2-cm.html,Not Visible Individually,5,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
