sku,store,attribute_set,type,categories,created_at,description,glass_color,glass_cutouts,glass_height,glass_thickness,glass_width,handle_style,hardware_depth,hardware_finish,hardware_length,hardware_orientation,has_options,hinge_orientation,image,image_label,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,options_container,page_layout,panel_count,panel_type,price,required_options,seal_color,seal_length,seal_type,short_description,shower_depth_max,shower_depth_min,shower_layout,shower_length_max,shower_length_min,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image
PRO-HIN-02-ORB,default,Shower Hinges,simple,Shower Hardware/Hinges,2015-08-04T06:02:12-07:00,Shower Door Hinge - Oil Rubbed Bronze - A to Wall,,,,,,,,Oil Rubbed Bronze,,,0,Glass to Wall,no_selection,,,,,,,,,,Use config,Shower Door Hinge - Oil Rubbed Bronze - A to Wall,,Product Info Column,,,,69,0,,,,Shower Door Hinge - Oil Rubbed Bronze - A to Wall,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/13/2015 21:44:06,shower-door-hinge-oil-rubbed-bronze-a-to-wall,shower-door-hinge-oil-rubbed-bronze-a-to-wall.html,"Catalog, Search",5,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-PLA-23,default,Shower Seals,simple,Shower Hardware/Seals,2015-08-04T13:20:06-07:00,23 Shower Door Sealing Strip,,,,,,,,,,,0,,no_selection,,,,,,,,,Use config,Use config,23 Shower Door Sealing Strip,,Product Info Column,,,,6.8,0,Clear,23,Floor Sweep,23 Shower Door Sealing Strip,,,,,,no_selection,,4/13/2015 0:00:00,5,4/17/2015 0:00:00,Enabled,Taxable Goods,no_selection,,4/14/2015 16:59:04,23-shower-door-sealing-strip,23-shower-door-sealing-strip.html,"Catalog, Search",1,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-PLA-24.5,default,Shower Seals,simple,Shower Hardware/Seals,2015-08-04T13:23:31-07:00,24.5 Shower Door Sealing Strip,,,,,,,,,,,0,,no_selection,,,,,,,,,Use config,Use config,24.5 Shower Door Sealing Strip,,Product Info Column,,,,6.8,0,Clear,24.5,Floor Sweep,24.5 Shower Door Sealing Strip,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/8/2015 20:24:06,24-5-shower-door-sealing-strip,24-5-shower-door-sealing-strip.html,"Catalog, Search",1,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-PLA-26,default,Shower Seals,simple,Shower Hardware/Seals,2015-08-04T13:24:14-07:00,26 Shower Door Sealing Strip,,,,,,,,,,,0,,no_selection,,,,,,,,,Use config,Use config,26 Shower Door Sealing Strip,,Product Info Column,,,,8.5,0,Clear,26,Floor Sweep,26 Shower Door Sealing Strip,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/8/2015 20:24:50,26-shower-door-sealing-strip,26-shower-door-sealing-strip.html,"Catalog, Search",1,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-PLA-28,default,Shower Seals,simple,Shower Hardware/Seals,2015-08-04T13:24:59-07:00,28 Shower Door Sealing Strip,,,,,,,,,,,0,,no_selection,,,,,,,,,Use config,Use config,28 Shower Door Sealing Strip,,Product Info Column,,,,8.5,0,Clear,28,Floor Sweep,28 Shower Door Sealing Strip,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/8/2015 20:25:31,28-shower-door-sealing-strip,28-shower-door-sealing-strip.html,"Catalog, Search",1,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-PLA-29,default,Shower Seals,simple,Shower Hardware/Seals,2015-08-04T13:25:39-07:00,29 Shower Door Sealing Strip,,,,,,,,,,,0,,no_selection,,,,,,,,,Use config,Use config,29 Shower Door Sealing Strip,,Product Info Column,,,,8.5,0,Clear,29,Floor Sweep,29 Shower Door Sealing Strip,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/8/2015 20:26:14,29-shower-door-sealing-strip,29-shower-door-sealing-strip.html,"Catalog, Search",1,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-PLA-30,default,Shower Seals,simple,Shower Hardware/Seals,2015-08-04T13:26:22-07:00,30 Shower Door Sealing Strip,,,,,,,,,,,0,,no_selection,,,,,,,,,Use config,Use config,30 Shower Door Sealing Strip,,Product Info Column,,,,8.5,0,Clear,30,Floor Sweep,30 Shower Door Sealing Strip,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/8/2015 20:26:53,30-shower-door-sealing-strip,30-shower-door-sealing-strip.html,"Catalog, Search",1,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-PLA-31,default,Shower Seals,simple,Shower Hardware/Seals,2015-08-04T13:27:02-07:00,31 Shower Door Sealing Strip,,,,,,,,,,,0,,no_selection,,,,,,,,,Use config,Use config,31 Shower Door Sealing Strip,,Product Info Column,,,,8.5,0,Clear,31,Floor Sweep,31 Shower Door Sealing Strip,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/8/2015 20:27:25,31-shower-door-sealing-strip,31-shower-door-sealing-strip.html,"Catalog, Search",1,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-PLA-32,default,Shower Seals,simple,Shower Hardware/Seals,2015-08-04T13:27:32-07:00,32 Shower Door Sealing Strip,,,,,,,,,,,0,,no_selection,,,,,,,,,Use config,Use config,32 Shower Door Sealing Strip,,Product Info Column,,,,8.5,0,Clear,32,Floor Sweep,32 Shower Door Sealing Strip,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/8/2015 20:27:57,32-shower-door-sealing-strip,32-shower-door-sealing-strip.html,"Catalog, Search",1,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-PLA-33,default,Shower Seals,simple,Shower Hardware/Seals,2015-08-04T13:28:04-07:00,33 Shower Door Sealing Strip,,,,,,,,,,,0,,no_selection,,,,,,,,,Use config,Use config,33 Shower Door Sealing Strip,,Product Info Column,,,,8.5,0,Clear,33,Floor Sweep,33 Shower Door Sealing Strip,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/8/2015 20:28:27,33-shower-door-sealing-strip,33-shower-door-sealing-strip.html,"Catalog, Search",1,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-PLA-34,default,Shower Seals,simple,Shower Hardware/Seals,2015-08-04T13:28:34-07:00,34 Shower Door Sealing Strip,,,,,,,,,,,0,,no_selection,,,,,,,,,Use config,Use config,34 Shower Door Sealing Strip,,Product Info Column,,,,8.5,0,Clear,34,Floor Sweep,34 Shower Door Sealing Strip,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/8/2015 20:28:59,34-shower-door-sealing-strip,34-shower-door-sealing-strip.html,"Catalog, Search",1,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-PLA-35,default,Shower Seals,simple,Shower Hardware/Seals,2015-08-04T13:29:07-07:00,35 Shower Door Sealing Strip,,,,,,,,,,,0,,no_selection,,,,,,,,,Use config,Use config,35 Shower Door Sealing Strip,,Product Info Column,,,,10.2,0,Clear,35,Floor Sweep,35 Shower Door Sealing Strip,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/8/2015 20:29:34,35-shower-door-sealing-strip,35-shower-door-sealing-strip.html,"Catalog, Search",1,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-PLA-96,default,Shower Seals,simple,Shower Hardware/Seals,2015-08-04T13:29:47-07:00,96 Shower Door Sealing Strip,,,,,,,,,,,0,,no_selection,,,,,,,,,Use config,Use config,96 Shower Door Sealing Strip,,Product Info Column,,,,35,0,Clear,96,Floor Sweep,96 Shower Door Sealing Strip,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/8/2015 20:30:24,96-shower-door-sealing-strip,96-shower-door-sealing-strip.html,"Catalog, Search",1,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-PLA-72,default,Shower Seals,simple,Shower Hardware/Seals,2015-04-08T13:30:49-07:00,72 Shower Door Sealing Strip,,,,,,,,,,,0,,no_selection,,,,,,,,,Use config,Use config,72 Shower Door Sealing Strip,,Product Info Column,,,,4,0,Clear,72,Single Flap,72 Shower Door Sealing Strip,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/15/2015 16:38:53,72-shower-door-sealing-strip,72-shower-door-sealing-strip.html,"Catalog, Search",1,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-MAG-02-72,default,Shower Seals,simple,Shower Hardware/Seals,2015-08-04T13:33:12-07:00,72 Magnetic Shower Door Sealing Strip - Glass to Glass,,,,,,,,,,,0,,no_selection,,,,,,,,,Use config,Use config,72 Magnetic Shower Door Sealing Strip - Glass to Glass,,Product Info Column,,,,29,0,Clear / White,72,Magnetic,72 Magnetic Shower Door Sealing Strip - Glass to Glass,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/8/2015 20:34:43,72-magnetic-shower-door-sealing-strip-glass-to-glass,72-magnetic-shower-door-sealing-strip-glass-to-glass.html,"Catalog, Search",3,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-MAG-03-72,default,Shower Seals,simple,Shower Hardware/Seals,2015-08-04T13:35:03-07:00,72 Magnetic Shower Door Sealing Strip - Glass to Wall - Satin Nickel,,,,,,,,,,,0,,no_selection,,,,,,,,,Use config,Use config,72 Magnetic Shower Door Sealing Strip - Glass to Wall - Satin Nickel,,Product Info Column,,,,39,0,Satin Nickel,72,Magnetic,72 Magnetic Shower Door Sealing Strip - Glass to Wall - Satin Nickel,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/8/2015 20:35:49,72-magnetic-shower-door-sealing-strip-glass-to-wall-satin-nickel,72-magnetic-shower-door-sealing-strip-glass-to-wall-satin-nickel.html,"Catalog, Search",5,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-MAG-01-72-ORB,default,Shower Seals,simple,Shower Hardware/Seals,2015-08-04T13:36:00-07:00,72 Magnetic Shower Door Sealing Strip - Glass to Wall - Oil Rubbed Bronze,,,,,,,,,,,0,,no_selection,,,,,,,,,Use config,Use config,72 Magnetic Shower Door Sealing Strip - Glass to Wall - Oil Rubbed Bronze,,Product Info Column,,,,49,0,Oil Rubbed Bronze,72,Magnetic,72 Magnetic Shower Door Sealing Strip - Glass to Wall - Oil Rubbed Bronze,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/8/2015 20:36:58,72-magnetic-shower-door-sealing-strip-glass-to-wall-oil-rubbed-bronze,72-magnetic-shower-door-sealing-strip-glass-to-wall-oil-rubbed-bronze.html,"Catalog, Search",5,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-UCH-01-72,default,Shower Supports,simple,Shower Hardware/Supports,2015-08-04T13:47:23-07:00,72 U-Channel - Satin Nickel,,,,,,,3/8/2015,Satin Nickel,72,Glass to Wall,0,,no_selection,,,,,,,,,Use config,Use config,72 U-Channel - Satin Nickel,,Product Info Column,,,,24.9,0,,,,72 U-Channel - Satin Nickel,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/8/2015 20:47:54,72-u-channel-satin-nickel,72-u-channel-satin-nickel.html,"Catalog, Search",3,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-UCH-02-72,default,Shower Supports,simple,Shower Hardware/Supports,2015-08-04T13:48:12-07:00,72 U-Channel - Deep - Satin Nickel,,,,,,,3/4/2015,Satin Nickel,72,Glass to Wall,0,,no_selection,,,,,,,,,Use config,Use config,72 U-Channel - Deep - Satin Nickel,,Product Info Column,,,,31.95,0,,,,72 U-Channel - Deep - Satin Nickel,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/8/2015 20:49:14,72-u-channel-deep-satin-nickel,72-u-channel-deep-satin-nickel.html,"Catalog, Search",4,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-UCH-01-72-ORB,default,Shower Supports,simple,Shower Hardware/Supports,2015-08-04T13:49:27-07:00,72 U-Channel - Oil Rubbed Bronze,,,,,,,3/8/2015,Oil Rubbed Bronze,72,Glass to Wall,0,,no_selection,,,,,,,,,Use config,Use config,72 U-Channel - Oil Rubbed Bronze,,Product Info Column,,,,41,0,,,,72 U-Channel - Oil Rubbed Bronze,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/8/2015 20:50:05,72-u-channel-oil-rubbed-bronze,72-u-channel-oil-rubbed-bronze.html,"Catalog, Search",3,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-UCH-02-72-ORB,default,Shower Supports,simple,Shower Hardware/Supports,2015-08-04T13:50:17-07:00,72 U-Channel - Deep - Oil Rubbed Bronze,,,,,,,3/4/2015,Oil Rubbed Bronze,72,Glass to Wall,0,,no_selection,,,,,,,,,Use config,Use config,72 U-Channel - Deep - Oil Rubbed Bronze,,Product Info Column,,,,49.5,0,,,,72 U-Channel - Deep - Oil Rubbed Bronze,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/8/2015 20:51:09,72-u-channel-deep-oil-rubbed-bronze,72-u-channel-deep-oil-rubbed-bronze.html,"Catalog, Search",4,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-BEA-01-BN,default,Shower Supports,simple,Shower Hardware/Supports,2015-08-04T13:52:23-07:00,Glass Support Beam - Brushed Nickel,,,,,,,,Brushed Nickel,15,Glass to Wall,0,,no_selection,,,,,,,,,Use config,Use config,Glass Support Beam - Brushed Nickel,,Product Info Column,,,,39,0,,,,Glass Support Beam - Brushed Nickel,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/8/2015 20:53:23,glass-support-beam-brushed-nickel,glass-support-beam-brushed-nickel.html,"Catalog, Search",3,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-BEA-01-CH,default,Shower Supports,simple,Shower Hardware/Supports,2015-08-04T13:53:34-07:00,Glass Support Beam - Chrome,,,,,,,,Chrome,15,Glass to Wall,0,,no_selection,,,,,,,,,Use config,Use config,Glass Support Beam - Chrome,,Product Info Column,,,,49,0,,,,Glass Support Beam - Chrome,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/8/2015 20:54:07,glass-support-beam-chrome,glass-support-beam-chrome.html,"Catalog, Search",3,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-BEA-01-ORB,default,Shower Supports,simple,Shower Hardware/Supports,2015-04-08T13:54:14-07:00,Glass Support Beam - Oil Rubbed Bronze,,,,,,,,Oil Rubbed Bronze,15,Glass to Wall,0,,no_selection,,,,,,,,,Use config,Use config,Glass Support Beam - Oil Rubbed Bronze,,Product Info Column,,,,49,0,,,,Glass Support Beam - Oil Rubbed Bronze,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/10/2015 21:36:05,glass-support-beam-oil-rubbed-bronze,glass-support-beam-oil-rubbed-bronze.html,"Catalog, Search",3,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-BEA-02-BN,default,Shower Supports,simple,Shower Hardware/Supports,2015-08-04T07:07:40-07:00,Corner Sleeve Over Clamp - Brushed Nickel,,,,,,,,Brushed Nickel,,Corner,0,,no_selection,,,,,,,,,,Use config,Corner Sleeve Over Clamp - Brushed Nickel,,Product Info Column,,,,22.95,0,,,,Corner Sleeve Over Clamp - Brushed Nickel,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/13/2015 21:44:11,corner-sleeve-over-clamp-brushed-nickel,corner-sleeve-over-clamp-brushed-nickel.html,"Catalog, Search",2,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-BEA-02-CH,default,Shower Supports,simple,Shower Hardware/Supports,2015-08-04T07:09:54-07:00,Corner Sleeve Over Clamp - Chrome,,,,,,,,Chrome,,Corner,0,,no_selection,,,,,,,,,,Use config,Corner Sleeve Over Clamp - Chrome,,Product Info Column,,,,22.95,0,,,,Corner Sleeve Over Clamp - Chrome,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/13/2015 21:44:11,corner-sleeve-over-clamp-chrome,corner-sleeve-over-clamp-chrome.html,"Catalog, Search",2,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-BEA-02-ORB,default,Shower Supports,simple,Shower Hardware/Supports,2015-08-04T07:10:33-07:00,Corner Sleeve Over Clamp - Oil Rubbed Bronze,,,,,,,,Oil Rubbed Bronze,,Corner,0,,no_selection,,,,,,,,,,Use config,Corner Sleeve Over Clamp - Oil Rubbed Bronze,,Product Info Column,,,,25.95,0,,,,Corner Sleeve Over Clamp - Oil Rubbed Bronze,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/13/2015 21:44:11,corner-sleeve-over-clamp-oil-rubbed-bronze,corner-sleeve-over-clamp-oil-rubbed-bronze.html,"Catalog, Search",2,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-BEA-03-BN-L,default,Shower Supports,simple,Shower Hardware/Supports,2015-08-04T07:11:28-07:00,Wall Sleeve Over Clamp - Left - Brushed Nickel,,,,,,,,Brushed Nickel,,Left,0,,no_selection,,,,,,,,,,Use config,Wall Sleeve Over Clamp - Left - Brushed Nickel,,Product Info Column,,,,22.95,0,,,,Wall Sleeve Over Clamp - Left - Brushed Nickel,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/13/2015 21:44:11,wall-sleeve-over-clamp-left-brushed-nickel,wall-sleeve-over-clamp-left-brushed-nickel.html,"Catalog, Search",2,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-BEA-03-CH-L,default,Shower Supports,simple,Shower Hardware/Supports,2015-08-04T07:13:08-07:00,Wall Sleeve Over Clamp - Left - Chrome,,,,,,,,Chrome,,Left,0,,no_selection,,,,,,,,,,Use config,Wall Sleeve Over Clamp - Left - Chrome,,Product Info Column,,,,22.95,0,,,,Wall Sleeve Over Clamp - Left - Chrome,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/13/2015 21:44:11,wall-sleeve-over-clamp-left-chrome,wall-sleeve-over-clamp-left-chrome.html,"Catalog, Search",2,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-BEA-03-ORB-L,default,Shower Supports,simple,Shower Hardware/Supports,2015-08-04T07:13:58-07:00,Wall Sleeve Over Clamp - Left - Oil Rubbed Bronze,,,,,,,,Oil Rubbed Bronze,,Left,0,,no_selection,,,,,,,,,,Use config,Wall Sleeve Over Clamp - Left - Oil Rubbed Bronze,,Product Info Column,,,,25.95,0,,,,Wall Sleeve Over Clamp - Left - Oil Rubbed Bronze,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/13/2015 21:44:11,wall-sleeve-over-clamp-left-oil-rubbed-bronze,wall-sleeve-over-clamp-left-oil-rubbed-bronze.html,"Catalog, Search",2,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-BEA-03-BN-R,default,Shower Supports,simple,Shower Hardware/Supports,2015-08-04T07:20:23-07:00,Wall Sleeve Over Clamp - Right - Brushed Nickel,,,,,,,,Brushed Nickel,,Right,0,,no_selection,,,,,,,,,,Use config,Wall Sleeve Over Clamp - Right - Brushed Nickel,,Product Info Column,,,,22.95,0,,,,Wall Sleeve Over Clamp - Right - Brushed Nickel,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/13/2015 21:44:11,wall-sleeve-over-clamp-right-brushed-nickel,wall-sleeve-over-clamp-right-brushed-nickel.html,"Catalog, Search",2,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-BEA-03-CH-R,default,Shower Supports,simple,Shower Hardware/Supports,2015-08-04T07:21:08-07:00,Wall Sleeve Over Clamp - Right - Chrome,,,,,,,,Chrome,,Right,0,,no_selection,,,,,,,,,,Use config,Wall Sleeve Over Clamp - Right - Chrome,,Product Info Column,,,,22.95,0,,,,Wall Sleeve Over Clamp - Right - Chrome,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/13/2015 21:44:11,wall-sleeve-over-clamp-right-chrome,wall-sleeve-over-clamp-right-chrome.html,"Catalog, Search",2,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-BEA-03-ORB-R,default,Shower Supports,simple,Shower Hardware/Supports,2015-08-04T07:22:24-07:00,Wall Sleeve Over Clamp - Right - Oil Rubbed Bronze,,,,,,,,Oil Rubbed Bronze,,Right,0,,no_selection,,,,,,,,,,Use config,Wall Sleeve Over Clamp - Right - Oil Rubbed Bronze,,Product Info Column,,,,25.95,0,,,,Wall Sleeve Over Clamp - Right - Oil Rubbed Bronze,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/13/2015 21:44:11,wall-sleeve-over-clamp-right-oil-rubbed-bronze,wall-sleeve-over-clamp-right-oil-rubbed-bronze.html,"Catalog, Search",2,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-KIT-1,default,Default,simple,Shower Hardware/Installation,2015-08-04T07:33:33-07:00,Prosto Installation Kit,,,,,,,,,,,0,,no_selection,,,,,,,,,,Use config,Prosto Installation Kit,,Product Info Column,,,,9.95,0,,,,Prosto Installation Kit,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/13/2015 21:44:11,prosto-installation-kit,prosto-installation-kit.html,"Catalog, Search",2,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRL-SIL,default,Default,simple,Shower Hardware/Installation,2015-04-08T07:36:07-07:00,CRL Silicone,,,,,,,,,,,0,,no_selection,,,,,,,,,,Use config,CRL Silicone,,Product Info Column,,,,6.99,0,,,,CRL Silicone,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/13/2015 21:44:11,crl-silicone,crl-silicone.html,"Catalog, Search",3,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-CUS-15,default,Shower Glass,simple,Shower Glass/C Panels,2015-08-04T14:52:03-07:00,Custom Shower Glass - C Panel - Less Than 15 sf,Clear,Custom,Custom,0.375,Custom,,,,,,0,,no_selection,,,,,,,,,Use config,Use config,Custom Shower Glass - C Panel - Less Than 15 sf,,Product Info Column,,,C Panel,290,0,,,,Custom Shower Glass - C Panel - Less Than 15 sf,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/8/2015 21:55:34,custom-shower-glass-c-panel-less-than-15-sf,custom-shower-glass-c-panel-less-than-15-sf.html,"Catalog, Search",75,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-CUS-16,default,Shower Glass,simple,Shower Glass/C Panels,2015-04-08T14:52:29-07:00,Custom Shower Glass - C Panel - Less Than 16 sf,Clear,Custom,Custom,0.375,Custom,,,,,,0,,no_selection,,,,,,,,,Use config,Use config,Custom Shower Glass - C Panel - Less Than 16 sf,,Product Info Column,,,C Panel,325,0,,,,Custom Shower Glass - C Panel - Less Than 16 sf,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/8/2015 21:55:21,custom-shower-glass-c-panel-less-than-16-sf,custom-shower-glass-c-panel-less-than-16-sf.html,"Catalog, Search",80,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-CUS-18,default,Shower Glass,simple,Shower Glass/C Panels,2015-08-04T14:53:31-07:00,Custom Shower Glass - C Panel - Less Than 18 sf,Clear,Custom,Custom,0.375,Custom,,,,,,0,,no_selection,,,,,,,,,Use config,Use config,Custom Shower Glass - C Panel - Less Than 18 sf,,Product Info Column,,,C Panel,365,0,,,,Custom Shower Glass - C Panel - Less Than 18 sf,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/8/2015 21:55:05,custom-shower-glass-c-panel-less-than-18-sf,custom-shower-glass-c-panel-less-than-18-sf.html,"Catalog, Search",90,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-CUS-20,default,Shower Glass,simple,Shower Glass/C Panels,2015-08-04T14:55:53-07:00,Custom Shower Glass - C Panel - Less Than 20 sf,Clear,Custom,Custom,0.375,Custom,,,,,,0,,no_selection,,,,,,,,,Use config,Use config,Custom Shower Glass - C Panel - Less Than 20 sf,,Product Info Column,,,C Panel,400,0,,,,Custom Shower Glass - C Panel - Less Than 20 sf,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/8/2015 21:56:34,custom-shower-glass-c-panel-less-than-20-sf,custom-shower-glass-c-panel-less-than-20-sf.html,"Catalog, Search",100,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-CUS-22,default,Shower Glass,simple,Shower Glass/C Panels,2015-08-04T14:56:43-07:00,Custom Shower Glass - C Panel - Less Than 22 sf,Clear,Custom,Custom,0.375,Custom,,,,,,0,,no_selection,,,,,,,,,Use config,Use config,Custom Shower Glass - C Panel - Less Than 22 sf,,Product Info Column,,,C Panel,400,0,,,,Custom Shower Glass - C Panel - Less Than 22 sf,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/8/2015 21:57:17,custom-shower-glass-c-panel-less-than-22-sf,custom-shower-glass-c-panel-less-than-22-sf.html,"Catalog, Search",110,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-CUS-26,default,Shower Glass,simple,Shower Glass/C Panels,2015-08-04T14:57:28-07:00,Custom Shower Glass - C Panel - Less Than 26 sf,Clear,Custom,Custom,0.375,Custom,,,,,,0,,no_selection,,,,,,,,,Use config,Use config,Custom Shower Glass - C Panel - Less Than 26 sf,,Product Info Column,,,C Panel,475,0,,,,Custom Shower Glass - C Panel - Less Than 26 sf,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,4/8/2015 21:58:03,custom-shower-glass-c-panel-less-than-26-sf,custom-shower-glass-c-panel-less-than-26-sf.html,"Catalog, Search",130,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
